,text,date,Tweet Id
43,Florida’s Bears Go From Near Extinction to Cross Hairs. Blame the lawyers. via @nytimes http://t.co/JobJyvCohB,2015-10-11 02:15:25+00:00,653031117809975296
44,Being anywhere near ACL Fest makes me feel like Homer in Homer Simpson vs. the City of New York,2015-10-11 00:11:40+00:00,652999973378789376
45,#General Anesthesia - Upstate New York Near at CompHealth (New York) #jobs #cachejobs #jobsearch #jobsila #: a... http://t.co/0KFp7USZ3x,2015-10-17 23:59:35+00:00,655533647315906560
46,Yum this #vitos Italian restaurant near the Theater is BOMB. Yes Italian food. Let's hope it all stays down during King of New York. #oops,2015-10-17 22:13:56+00:00,655507061690732544
47,"New Concern Over Quakes in Oklahoma Near a Hub of U.S. Oil, via @nytimes http://t.co/xJIpPKgXgn",2015-10-17 21:57:27+00:00,655502911393411072
48,Mile 24. The end is near #avon39 #nyc @ New York City - Upper East Side https://t.co/60G9H9asDP,2015-10-17 21:10:22+00:00,655491061326946305
49,"Live near Brooklyn, New York &amp; want an alternative 2 Rx drugs? Ask your MD about #homeopathy it's safe medicine http://t.co/B8TSeizFho",2015-10-17 17:14:52+00:00,655431796989952001
50,@mbeisen @nytimes the real crime is publicly funded research papers are out of reach for anyone not near a big scientific or medical library,2015-10-17 16:08:45+00:00,655415158580219905
51,@_lioness Girl. It's high as hell to live in New York. You can only afford to live near the hood.,2015-10-17 15:24:59+00:00,655404142551240704
52,Good morning from New York. John Lennon had a haircut at this wee place near The Dakota on the day he was killed. 😔 http://t.co/XdQMWX2RVt,2015-10-17 13:15:11+00:00,655371478616162304
53,http://t.co/dGkaLs1HK1 RT RealEstatesSale: 6 Acres in Catskills New York NY Real Estate Land Lot Near 2 Ski Mts http://t.co/PIcjUTawyV …,2015-10-17 06:44:14+00:00,655273092646834177
54,10 DAYS IN A MADHOUSE opens at @AMCTheatres in New York City! Call AMC at 888-440-4262 and request theater near you. https://t.co/lEtOUEij4z,2015-10-17 06:06:22+00:00,655263562181402625
55,"""The idea is to recreate a third world country in a national park near New York.""",2015-10-17 02:34:27+00:00,655210232394719232
56,Imagine if I was a little kid and I saw this I couldn't even go near statue dinosaur in New York😂 @TheG0ldenTicket  https://t.co/jKIhMHcFrj,2015-10-17 02:17:02+00:00,655205851993624578
57,Cleared: Heavy Traffic on SB I-5 near New York Ave from mp 125 to mp 120,2015-10-17 02:09:58+00:00,655204071683416064
58,New Concern Over Quakes in Oklahoma Near a Hub of U.S. Oil - The New York Times http://t.co/M2YX8YbzlF #maddow,2015-10-17 01:44:31+00:00,655197666125545472
59,Turkey shoots down Russian drone near Syrian border: US officials - New York Daily News | DroneSport - http://t.co/kPX5HvsnMq #drones,2015-10-17 01:44:19+00:00,655197616708460544
60,"@MagicBarth New York near Buffalo. Not sure where next, but hopefully away from the cold. Seasons are overrated.",2015-10-17 01:26:15+00:00,655193070099668992
61,"@YardHouse nothing, cuz you guys are to far away. What locations do you have in/near New York city",2015-10-17 00:27:36+00:00,655178311086247936
62,"Russian Presence Near Undersea Cables Concerns U.S., via @nytimes Ooooookaaaay https://t.co/tacoRqX6oJ",2015-10-25 23:21:12+00:00,658423092646146048
63,Russian Presence Near Undersea Cables Concerns U.S. https://t.co/r4gVKOLMxm. via via @nytimes,2015-10-25 23:21:07+00:00,658423072257634304
64,@FearDept - Russian Presence Near Undersea Cables Concerns U.S. - The New York Times https://t.co/dJNYYiKpo0,2015-10-25 22:38:13+00:00,658412273736638464
65,"Russian Presence Near Undersea Cables Concerns U.S., via @nytimes https://t.co/0izkXlLqB8",2015-10-25 22:29:04+00:00,658409971059699713
66,Russian Presence Near Undersea Cables Concerns U.S. https://t.co/2uZbLh4Foz via @NYTimes https://t.co/84PnFHVnJV,2015-10-25 20:55:01+00:00,658386302312828933
67,"Russian Presence Near Undersea Cables Concerns U.S., via @nytimes https://t.co/lHg7RyVjpX",2015-10-25 20:43:13+00:00,658383332800073728
68,Russian Presence Near Undersea Cables Concerns U.S. - The New York Times https://t.co/xGI1Te1bA0,2015-10-25 20:40:45+00:00,658382714492469248
69,Russian Presence Near Undersea Cables Concerns U.S. - The New York Times https://t.co/lxuPSK6GZf #Libusters,2015-10-25 20:39:36+00:00,658382425106485248
70,Russian Presence Near Undersea Cables Concerns U.S. - The New York Times https://t.co/9cp8SdOBo2,2015-10-25 20:29:56+00:00,658379988719304704
71,Russian Presence Near Undersea Cables Concerns U.S. - The New York Times https://t.co/2pPFpTjCU0,2015-10-25 20:06:18+00:00,658374043909812224
72,"Chilling; 'Russian Presence Near Undersea Cables Concerns U.S'., via @nytimes https://t.co/KhX9c5UeYb",2015-10-25 20:02:57+00:00,658373198673768448
73,"@jimmy0x52 are you near Hometown Bar-B-Que? No idea how New York is laid out, but that's where you wanna eat",2015-10-25 19:10:29+00:00,658359995847716864
74,"I am an adult and I live in New York City and my last google search was ""chocolate cake near me 'delivery'"" and i'm not ashamed.",2015-10-25 19:08:26+00:00,658359481131253760
75,Just letting everyone know that there is a shark named Princess near New York City.,2015-10-25 18:57:12+00:00,658356652689772545
76,Russian submarine presence near undersea communication cables concerns U.S. - @nytimes https://t.co/yVKNMNRHZW …,2015-10-25 18:39:27+00:00,658352187844628480
77,GMLive WWII bomb found near Berlin's Jewish Museum - New York Post: New York PostWWII bomb found near Berlin's... https://t.co/S5Gaiw5mI9,2015-10-25 17:51:46+00:00,658340187907297280
78,Russian submarines are aggressively operating near vital undersea cables that carry global Internet communications https://t.co/0YVwvQroB5,2015-10-25 17:45:04+00:00,658338501147107328
79,"Russian submarine presence near undersea communication cables concerns U.S. - @nytimes 

https://t.co/AwoQ6Lhqy0",2015-10-25 17:41:31+00:00,658337608586690560
80,@VyperDan @fmsoares97 no that would actually be awesome... surfing near you in a morning lunch in New York see the Northern Lights at nite😊👍,2015-10-25 13:57:31+00:00,658281234834046977
81,@NvidaNoire I will.. though i am not anywhere near new york..,2015-10-25 05:10:25+00:00,658148585041584128
82,Accident in #OrangeCountyUlsterCounty on NEW YORK State Thruway SB near Orange #traffic https://t.co/cLJ9IKJQWV,2015-10-25 02:49:25+00:00,658113101158453248
83,When your freaking football team is near New York City and you're just not. https://t.co/wz8aZRX1vq,2015-10-25 00:45:51+00:00,658082005347901444
84,"I mean, more generally, why isn't this a major thing everywhere? But New York because I want them near where I live.",2015-10-25 00:04:46+00:00,658071667294339072
85,gaby and chy make no sense. they want to meet up to be near them BUT LITERALLY EVERYONE LIVES IN NEW YORK OR RELATIVELY CLOSE. 2+2=67,2015-11-01 23:37:42+00:00,660963956698308609
86,@bet365 why won't your New York red bulls game settle?! It's been finished for a near 30mins now and is affecting my acca price,2015-11-01 22:28:03+00:00,660946430543142914
87,I swear. I haven't been anywhere near New York. Deer Breaks Into T.J. Maxx Store On Staten Island « CBS New York https://t.co/nsxKGNmw9q,2015-11-01 22:02:23+00:00,660939972317282304
88,@Okeating Bon Jovi lied as well. Apparently they were living in a Mansion near New York which isn't what they sang.,2015-11-01 21:59:27+00:00,660939234757509120
89,@sanholobeats I really want to go to your show but you're nowhere near Philadelphia. I mean new York yeah but I can't make it there :\,2015-11-01 21:33:30+00:00,660932704255410177
90,"I'm at Miller's Near &amp; Far - @nearandfarny in New York, NY https://t.co/833Poqq5ap",2015-11-01 20:57:35+00:00,660923665425502208
91,My awesome daughter near the finish of the New York marathon. #teammargot https://t.co/6cWql1r6tI,2015-11-01 20:38:16+00:00,660918803648397312
92,"@HampusHedstrom I live up in the east coast, in Maryland! Near New York, few hours away from there",2015-11-01 18:52:18+00:00,660892136406179841
93,👏👏👏 Want to know whom to cheer for near you in the #NYCMarathon? Try this: https://t.co/4FEGP71ugk,2015-11-01 16:26:28+00:00,660855434555891712
94,@SoAlmondie @afrosypaella that's what it is for me too. hence why i'm damn near running away from new york. my chosen family sustains me.,2015-11-01 15:20:14+00:00,660838769050959872
95,"Looking for a PGA Pro based near Brooklyn, New York, to give lessons to a good friend of mine. Must be beginner friendly, help me Twitter!",2015-11-01 15:07:43+00:00,660835616360431617
96,New York Marathon near Queens Plaza. Great atmosphere! #queens #nymarathon2015 #newyorkmarathon https://t.co/qpYsw6Rxh1,2015-11-01 14:55:28+00:00,660832536218566658
97,@EMTP513 @fightfor15 @nytimes perhaps rent for a one bedroom apt near you isn't $2700,2015-11-01 13:28:20+00:00,660810607323701249
98,New York real estate is nowhere near a bubble—it’s actually perfectly priced. But in Asia... https://t.co/sWc3xL10qI,2015-11-01 04:03:05+00:00,660668356777738240
99,New York real estate is nowhere near a bubble—it’s actually perfectly priced https://t.co/0nZNtaxnHW via @qz https://t.co/BKbOatTImm,2015-11-01 03:07:58+00:00,660654485493035008
100,New York real estate is nowhere near a bubble—it’s actually perfectly priced https://t.co/EHQDUibM2g,2015-11-01 02:12:42+00:00,660640577722142722
101,The Best Coffeeshops Near Your NYU Freshman Dorm https://t.co/YpzBosQmNF via spoonuniversity #newyorkcoffee #newyork,2015-11-08 21:56:38+00:00,663475238449999872
102,It's gonna be cold af raining darn near snowing when we go to New York 😩😩😩,2015-11-08 19:24:23+00:00,663436923352973313
103,I wanna go to New York City near Christmas 😭,2015-11-08 16:23:36+00:00,663391428526088192
104,"Sr Cloud Architect @cscojobs #cloud #vmware #EMC - New York (or remote U.S city near an airport), New York https://t.co/TWNfyVBOMD",2015-11-08 15:10:13+00:00,663372960175099904
105,Four Seasons New York Downtown private residences near completion. #fourseasons #30parkplace #nyc https://t.co/QFIVthmKBY,2015-11-08 14:11:42+00:00,663358233323663361
106,Alone in a Denny's in New York somewhere near Niagra falls and perfectly content,2015-11-08 06:07:26+00:00,663236365186949120
107,A view of the Statue of Liberty as seen from the air near New York...: In this Russian Emergency Sit... https://t.co/0fsl1kyZus #War #BRK,2015-11-08 04:13:02+00:00,663207574288764928
108,Two crypts uncovered near Washington Square Park a reminder of New York City’s past. https://t.co/Him95Di8ns https://t.co/u2Rl7FTgaU,2015-11-08 03:00:12+00:00,663189245356580864
109,@sophiepritch04 he's going to New York and she's gonna be sitting near him in this thing,2015-11-26 22:36:20+00:00,670008211437658112
110,"Sr Cloud Architect @cscojobs #cloud #vmware #EMC - New York (or remote U.S city near an airport), New York https://t.co/TWNfyVBOMD",2015-11-26 19:00:18+00:00,669953843443187716
111,NEW YORK: The NYSP has arrested a man in connection with the shooting of a Bochur two days ago near the village of Kiryas Joel. (JP),2015-11-26 15:49:56+00:00,669905936744607744
112,BREAKING: Arrest Made In Connection With Shooting Near KJ: The New York State… https://t.co/kmiUBeLE6q  #news https://t.co/zOtnbfKl0I,2015-11-26 14:28:37+00:00,669885474794672128
113,One of the nicest days in Central New York I can remember on Thanksgiving! Sunshine and near 60 degrees!!!!,2015-11-26 14:07:00+00:00,669880035160014848
114,Enlightening: the near-impossibility of assimilation in #Belgium @nytimes https://t.co/3RSjkQEz7D #brusselslockdown https://t.co/zbdopYyiK7,2015-11-26 11:35:29+00:00,669841905442807808
115,The Near-Impossibility of Assimilation in Belgium // @nytimes op-ed by @chikaunigwe https://t.co/IqM9T1xTCf,2015-11-26 10:28:34+00:00,669825065215729664
116,#Video | Suspicious Package found Near Port Authority Bus Terminal in New York https://t.co/zGLgFzTIlE,2015-11-26 08:54:32+00:00,669801400696729600
117,"Interested in a #Sales #job near #NewYork, NY? This could be a great fit: https://t.co/cLeHJNvFu9 #makeup #Hiring",2015-11-26 08:19:22+00:00,669792550455271424
118,"@IslaPunjabi it's in New York City, near Manhattan",2015-11-26 08:04:34+00:00,669788825917394944
119,Interesting article on The Near-Impossibility of Assimilation in Belgium https://t.co/mb3ERP5vZc @nytimes,2015-11-26 07:59:38+00:00,669787584009281536
120,I just love that the holidays are near and Christmas in New York is perfection,2015-11-26 04:40:00+00:00,669737345185357824
121,Walking across the boardwalk near #Pawling NewYork #appalachiantrail #appalachianTrials https://t.co/7W9wv3cS9e,2015-11-26 04:09:26+00:00,669729650839388160
122,.@Space_Station Hello #ISS from New York City near Central Park @arose101 468.5 mi away. @NASA_Johnson #issabove https://t.co/qAbiRN6ZfS,2015-11-26 04:08:26+00:00,669729399592259584
123,If carti comes to New York near my birthday (12/28) and performs I'd be the happiest nigga out stg,2015-11-26 03:16:48+00:00,669716407643340802
124,Suspicious Package Near Port Authority Bus Terminal Disrupts Travel: The package caused the New York Police De... https://t.co/nbTdtRwCvd,2015-11-26 02:00:18+00:00,669697154928144384
125,Suspicious Package Forces Evacuations Near NY Port Authority Terminal « CBS New York https://t.co/tYNHpjVEnY Dated 25 Nov 7:15 PM,2015-11-26 00:20:07+00:00,669671941356306433
126,Suspicious Package Forces Evacuations Near Port Authority Terminal « CBS New York https://t.co/Adum4kPGro #PABT,2015-11-26 00:00:03+00:00,669666892580192256
127,@nytimes @prpltnkr if only that FREAKING WORKED. I cannot get near my 'phones without someone needing something from me,2015-12-25 17:18:42+00:00,680437524121038848
128,@kawaiiidolans I'm literally near new York omg the polar opposites,2015-12-25 17:01:50+00:00,680433279967858688
129,"A couple near New York has been arrested in the beating of a blind Salvation Army ringer. 
https://t.co/R9chCuFXRC https://t.co/480qG98KC1",2015-12-25 17:00:28+00:00,680432935615479808
130,Whenever fairy tail of New York comes on near my family its a race for who can point out that the woman was ripped in half by a speedboat,2015-12-25 16:27:45+00:00,680424702578397184
131,FDNY MRTU TAKING UP FROM A 2 ALARM FIRE NEAR 8TH AVENUE IN THE MIDTOWN AREA OF MANHATTAN IN NEW YORK CITY. https://t.co/07N6uNNhkf,2015-12-25 07:32:51+00:00,680290088803274753
132,"“We're not New York City,” Lawsuit filed opposing big apartment complex near ... - https://t.co/Drhqh0tYtM https://t.co/1N63Q9zTqE #lawsuit",2015-12-25 02:20:33+00:00,680211495922364416
133,"Sr Cloud Architect @cscojobs #cloud #vmware #EMC - New York (or remote U.S city near an airport), New York https://t.co/TWNfyVBOMD",2015-12-25 01:50:14+00:00,680203869675216896
134,"Oil above $37 as U.S. supply tightens, still near 11-year low: NEW YORK (Reuters) - Oil edged further above $3... https://t.co/WXFlQj8sHh",2015-12-25 01:38:07+00:00,680200818721566720
135,Do you live near New York City? Come see TWIS podcast LIVE on Jan. 7th!... https://t.co/K0OpTCgysG,2015-12-25 01:00:33+00:00,680191364173303808
136,"""We're not New York City,"" Lawsuit filed opposing big apartment complex near Classen Curve https://t.co/4T1aKca7MP https://t.co/H2uEexThVr",2015-12-25 00:20:37+00:00,680181315312979968
137,Lovely little sliver of crescent #moon hovers near @EmpireStateBldg this weekend in #NYC. #NewYork https://t.co/J97KzMiDj1,2016-03-13 23:49:28+00:00,709164505931128832
138,@_eleanorjane_  can't believe you thought New York was near Russia you sket,2016-03-13 22:04:51+00:00,709138176468717572
139,"More than 5,000 gallons of #diesel fuel #spilled in #HudsonRiver after tugboat sank near #NewYork... https://t.co/AFIXKCHzIv",2016-03-13 21:15:39+00:00,709125796191985667
140,ICYMI: New York Giants are Searching Near and Far for Tight End Candidates #giants #nyg #nfl https://t.co/j3n48jFZdX,2016-03-13 18:00:23+00:00,709076655315103744
141,"#ADK#Adirondacks - Taken along highway 28 near Thendara, New York. https://t.co/7OgzLpPHSl",2016-03-13 17:26:53+00:00,709068226584514560
142,"#ADK#Adirondacks - Taken along highway 28 near Thendara, New York. https://t.co/CDURadGwRv",2016-03-13 17:26:39+00:00,709068167981703168
143,"Used on ""inhumans"" in War...now ""undesirables"" #USA
@kcpolice arrest &amp; pepper spray man near #Trump speech https://t.co/WMfILrEaFW
@nytimes",2016-03-13 10:41:36+00:00,708966234679865344
144,"1 dead, 2 missing in tugboat crash: A tugboat struck a construction barge on the Hudson River near New York's ... https://t.co/ThDaiTlBrP",2016-03-13 08:36:34+00:00,708934766846869504
145,"1 dead, 2 missing in tugboat crash: A tugboat struck a construction barge on the Hudson River near New York's ... https://t.co/w6F7UrxMIZ",2016-03-13 08:36:30+00:00,708934751785066496
146,"1 dead, 2 missing in tugboat crash - A tugboat struck a construction barge on the Hudson River near New York's ... https://t.co/ezfgzH0SVT",2016-03-13 08:31:47+00:00,708933564289720321
147,"1 dead, 2 missing in tugboat crash - A tugboat struck a construction barge on the Hudson River near New York's ... https://t.co/IhYzzRb5k0",2016-03-13 08:31:46+00:00,708933559638212608
148,So last night we're sitting in New York and @absabby13 says are we near JMU??😂👍🏼,2016-03-13 05:11:05+00:00,708883057378467840
149,Hotels in NYC near Chelsea Piers - midtown.. where should I stay? #NYC #hotels #NewYork,2016-03-13 05:07:55+00:00,708882257038028801
150,"Twitter opera friends, if you're anywhere near New York, you MUST see @HeartbeatOpera Dido / Lucia. Fantastic. https://t.co/KQMnBqAcBC",2016-03-13 04:47:52+00:00,708877211714134016
151,Ten fabulous hotel options near the #RockefellerCenter in New York https://t.co/z2OcpbxP2I,2016-03-13 04:20:12+00:00,708870250322923521
152,"#jobs #jobsearch # #1 dead, 2 missing after tugboat sinks near NY:  
           #NEW YORK -- A tugboat crashed... https://t.co/nXqz65DBFE",2016-03-13 03:56:59+00:00,708864406310924288
153,"Tugboat crash leaves 1 dead, 2 missing: A tugboat struck a construction barge on the Hudson River near New York's Tappan Zee Bridge e...",2016-03-13 03:50:40+00:00,708862817726636033
154,"A tugboat struck a construction barge on the Hudson River near New York's Tappan Zee Bridge early Saturday, ki...  https://t.co/m5RjekE2eP",2016-03-13 03:37:51+00:00,708859593258958848
155,"Sr Cloud Architect @cscojobs #cloud #vmware #EMC - New York (or remote U.S city near an airport), New York https://t.co/TWNfyVBOMD",2016-03-13 02:40:18+00:00,708845110130319360
156,@WWECreative_ish @NatbyNature calgary is to toronto what new york is to montana. no where near each other. #WWERoadblock,2016-03-13 02:10:21+00:00,708837572806516736
157,"Police: 1 dead, 2 missing after tugboat sinks near New York City. https://t.co/ND1CZWnXkK",2016-03-13 00:55:04+00:00,708818626426626048
158,"1 dead, 2 missing in tugboat crash: A tugboat struck a construction barge on the Hudson River near New York's ... https://t.co/QKQzJWPWfi",2016-03-13 00:31:58+00:00,708812813825781760
159,"1 dead, 2 missing in tugboat crash: A tugboat struck a construction barge on the Hudson River near New York's ... https://t.co/fDb3PjvcM7",2016-03-13 00:21:40+00:00,708810223281115136
160,"1 dead, 2 missing in tugboat crash: A tugboat struck a construction barge on the Hudson River near New York's ... https://t.co/aQSmHEJkVZ",2016-03-13 00:02:50+00:00,708805483474227200
161,@Dope_KateMoss this trip to New York was damn near the same shit 🙄 just gone have to deal with it lol Ima pray for you👌🏾💯😂,2016-03-27 23:19:03+00:00,714230281557778432
162,"I just realized I got that Facebook message too, nigga I live in New York, I live nowhere near Pakistan https://t.co/cvKhEowvKB",2016-03-27 20:47:58+00:00,714192260477415425
163,"Warren, NJ is not in Warren County. Union, NJ is in Union County. But Union City is in Hudson County, near West New York (not in New York).",2016-03-27 20:40:37+00:00,714190411951169540
164,I need that New York coffee near me 😭😭😭😻😻 https://t.co/xcPNdiQfNA,2016-03-27 20:21:03+00:00,714185486395437056
165,waiy a lot kf my feiends kice in new york ir near it can somekne who lives there adopt me knfao.,2016-03-27 20:10:07+00:00,714182734243999746
166,@AskUHC I cant find a Pediatric ENT anywhere near me and I am in New York. Can u help?,2016-03-27 19:11:07+00:00,714167885019680769
167,"That's a nice way to wake up. Looks at phone--reads words ""explosion"" and ""near you""--thinks New York City is under attack...",2016-03-27 18:17:22+00:00,714154359576256512
168,More Than 40 Killed In Bomb Blast Near Children’s Rides At Park — CBS New YorkCBS New York https://t.co/Z108jKI2Q3 https://t.co/cGZ0NdFYHI,2016-03-27 17:43:28+00:00,714145828651159552
169,"Easter Sunday: Near Perfection, by Robert D. McFadden @nytimes, from his #Pulitzer winning local reporting series https://t.co/1QrlRE35bZ",2016-03-27 16:00:15+00:00,714119853225840640
170,"best restaurants near Hoboken, West New York, Edgewater, etc.????",2016-03-27 14:43:06+00:00,714100438447034372
171,"@mikeyfish1982 not near a tv and @HutchMedia is in new york, few updates later please?",2016-03-27 13:58:02+00:00,714089096138895361
172,"Had a great Italian dinner with my friend and daughter, seated near @harrybelafonte @babbaluccinyc restaurant #Harlem #NewYork",2016-03-27 13:53:14+00:00,714087886929469440
173,"In upstate New York, seed enthusiasts are bringing back a bean species from near extinction: https://t.co/FvzoJuZwZt https://t.co/PMiWM0z5E0",2016-03-27 06:08:48+00:00,713971010832318464
174,"Sr Cloud Architect @cscojobs #cloud #vmware #EMC - New York (or remote U.S city near an airport), New York https://t.co/TWNfyVBOMD",2016-03-27 04:10:18+00:00,713941187934162944
175,"(Bradley Cooper, Jake Gyllenhaal, Patrick Wilson...all now living in or near New York. I AM ONTO YOU GUYS.)",2016-03-27 03:49:35+00:00,713935974854733824
176,I need to log back into my Tumblr to properly rant and rave about New York and how I don't live next nigh or near it,2016-03-27 02:50:59+00:00,713921226390024193
177,"T-91 HOURS UNTIL YOUR LOCAL GOSHEN MUSIC NERDS TAKE OFF TO NEW YORK. 
AT A SCHOOL NEAR YOU!!!!!",2016-03-27 02:41:33+00:00,713918852359446528
178,"Brewster Limo NY Services - Located near the border of New York and Connecticut, Brewster limo services are... https://t.co/zhTuZ7Pmag",2016-03-27 01:37:21+00:00,713902699167621121
179,"Wait, the NYPD arrested a USPS carrier for cursing at them over a near-miss? They arrested him for possibly the most common New York act?",2016-03-27 00:25:59+00:00,713884739120271364
180,@FmrTankCommandr not near enough to overcome what's going to happen in New York and likely California,2016-03-27 00:15:05+00:00,713881993365307396
181,@dorkydalton ohh :(( I live in New York near Canada like a hour from were Justin Bieber grew up,2016-04-16 23:06:35+00:00,721474902197473281
